Departamento ;Municipio;Agencia_Organizacion;Institucion_donde_se_entrega;Nombre_institucion;Insumo;Unidad_de_medidad; Cantidad_personas ;Disponible ;Entregado;Fecha_de_entrega
Putumayo;Puerto Leguízamo;ACNUR;;;Insumos Aislamiento;;1;SI;SI;Junio
Nariño;;ACNUR;;;Insumos Aislamiento;;;SI;SI;Junio
;;ACNUR;;;Insumos Aislamiento;;;SI;SI;Junio
;;ACNUR;;;Insumos Aislamiento;;;SI;SI;Junio
;;ACNUR;;;Camas hospitalarias;;;SI;SI;Junio
Arauca;;ACNUR;;;Ventiladores mecánicos;;5;SI;SI;Junio
Antioquia;;ACNUR;;;Ventiladores mecánicos;;2;SI;SI;Junio
Arauca;;ACNUR;;;Monitores de signos vitales, con accesorios para adultos y pediatrico;;2;SI;SI;Junio
La Guajira;;ACNUR;;;Monitores de signos vitales, con accesorios para adultos y pediatrico;;8;SI;SI;Junio
Guainía;;ACNUR;;;Monitores de signos vitales, con accesorios para adultos y pediatrico;;3;SI;SI;Junio
Antioquia;;ACNUR;;;Monitores de signos vitales, con accesorios para adultos y pediatrico;;2;SI;SI;Junio
Santander;Bucaramaga;ACNUR;;;Monitores de signos vitales, con accesorios para adultos y pediatrico;;4;SI;SI;Junio
Arauca;;ACNUR;;;Atriles porta suero;;3;SI;SI;Junio
Guainía;;ACNUR;;;Atriles porta suero;;3;SI;SI;Junio
Guajira;;ACNUR;;;Bombas de infusion (opción de ser multicanales).;;125;SI;SI;Junio
Guainía;;ACNUR;;;Bombas de infusion (opción de ser multicanales).;;5;SI;SI;Junio
La Guajira;;ACNUR;;;Bombas de infusion (opción de ser multicanales).;;12;SI;SI;Junio
Choco;;ACNUR;;;Camillas de transporte multiposición con altura graduable con frenos y llantas antibacteriales, con porta oxigeno y barrandas;;3;SI;SI;Junio
La Guajira;;ACNUR;;;Camillas de transporte multiposición con altura graduable con frenos y llantas antibacteriales, con porta oxigeno y barrandas;;4;SI;SI;Junio
Choco;;ACNUR;;;Camillas para examen, marca dispromedic unidad;;5;SI;SI;Junio
La Guajira;;ACNUR;;;Camillas fijas de dos planos;;4;SI;SI;Junio
La Guajira;;ACNUR;;;Escalerilla de dos pasos en acero inoxidable;;96;SI;SI;Junio
La Guajira;;ACNUR;;;Escalerillas de un paso;;40;SI;SI;Junio
Valle del Cauca;;ACNUR;;;Mesa de puente gradual, KRAMER REF: E-77 B UNIDAD;;105;SI;SI;Junio
La Guajira;;ACNUR;;;Sillas de rueda bariatrica con braceros y pieceros fijos llantas macizas;;39;SI;SI;Junio
La Guajira;;ACNUR;;;Mesas auxiliares de mallo;;4;SI;SI;Junio
La Guajira;;ACNUR;;;Fonesdoscopio;;20;SI;SI;Junio
La Guajira;;ACNUR;;;Tensiometro;;2;SI;SI;Junio
La Guajira;;ACNUR;;;Bandejas de metal o metroplata, lavable 40*30 cm - 36*27 cm - 32* 22 cm. Altura 5 cm;;20;SI;SI;Junio
La Guajira;;ACNUR;;;Tachos con tapa de 1 litro;;10;SI;SI;Junio
La Guajira;;ACNUR;;;"Cilindros de Oxigeno de 2000 lt, con abrazaderas y regulador para oxígeno medicinal. Cada cilindro debe tener 2 manómetros de 2"" entrada de 0-4000 Psi y Flujo de salida de 2-15 l/min conexión rosca CGA540 y un carrito para transporte.";;10;SI;SI;Junio
La Guajira;;ACNUR;;;Mesa puente hospitalaria;;10;SI;SI;Junio
La Guajira;;ACNUR;;;Equipo de Rx portatil, rodante, generador de alta frecuencia 4Kw, 1000Khz.;;20;SI;SI;Junio
La Guajira;;ACNUR;;;Bombas de Infusión;;1;SI;SI;Junio
La Guajira;;ACNUR;;;Aspirador de secreciones;;12;SI;SI;Junio
La Guajira;;ACNUR;;;Oximetro;;3;SI;SI;Junio
La Guajira;;ACNUR;;;Pisingo -Orinales para manejo hospitalario hombre;;6;SI;SI;Junio
La Guajira;;ACNUR;;;Pato - clínico coprológico en acero inoxidable;;12;SI;SI;Junio
La Guajira;;ACNUR;;;"Desfibrilador 4 en 1: monitorización, desfibrilación manual, DEA y marcapasos, pantalla 7""";;12;SI;SI;Junio
La Guajira;;ACNUR;;;Carro de paro;;1;SI;SI;Junio
La Guajira;;ACNUR;;;Abanicos de Pie;;1;SI;SI;Junio
La Guajira;;ACNUR;;;Bombas de infusión;;13;SI;SI;Junio
La Guajira;;ACNUR;;;Camas hospitalarias;;5;SI;SI;Junio
Guainía;;ACNUR;;;Camas hospitalarias;;2;SI;SI;Junio
Arauca;;ACNUR;;;Desfibriladores bimodales;;20;SI;SI;Junio
Guainía;;ACNUR;;;Insumos básicos UCI (canúlas, tubos endotraqeales, filtro ventiladores, etc);;1;SI;SI;Junio
Arauca;;ACNUR;;;Estetoscopioo fonnendoscopio duplex 2,0 negro, aluminio, black edition en caja expositora de carton;;100;SI;SI;Junio
La Guajira;;ACNUR;;;Estetoscopio duplex 2,0 negro, aluminio, black edition en caja expositora de carton;;8;SI;SI;Junio
La Guajira;;ACNUR;;;Electrocardiografo;;8;SI;SI;Junio
Guainía;;ACNUR;;;Equipo de órganos e-scope f.o. otoscopio / oftalmoscopio led 3,7 , negro en estuche;;1;SI;SI;Junio
La Guajira;;ACNUR;;;Filtro ventilador. filtro inspiratorio desechable;;6;SI;SI;Junio
Arauca;;ACNUR;;;Circuito ventilador ht70/560. circuito doble rama adulto con válvula exhalatoria 180 cm;;200;SI;SI;Junio
Arauca;;ACNUR;;;Pulximetro o sensor de pulxiomatria;;200;SI;SI;Junio
Soacha;;ACNUR;;;Pulximetro o sensor de pulxiomatria;;25;SI;SI;Junio
La Guajira;;ACNUR;;;Pulximetro o sensor de pulxiomatria;;5;SI;SI;Junio
Arauca;;ACNUR;;;Pulximetro o sensor de pulxiomatria;;100;SI;SI;Junio
Choco;;ACNUR;;;Unidad manual respiratoria o ambu adulto;;1;SI;SI;Junio
Guainía;;ACNUR;;;Unidad manual respiratoria o ambu adulto;;3;SI;SI;Junio
La Guajira;;ACNUR;;;Unidad manual respiratoria o ambu adulto;;8;SI;SI;Junio
Arauca;;ACNUR;;;Unidad manual respiratoria o ambu adulto;;100;SI;SI;Junio
Choco;;ACNUR;;;Ambu pediátrico, Merlin Medical, W4454 Unidad;;5;SI;SI;Junio
La Guajira;;ACNUR;;;Canula capnografia. omnivent paciente intubado adulto;;8;SI;SI;Junio
Soacha;;ACNUR;;;Canula capnografia. omnivent paciente intubado adulto;;250;SI;SI;Junio
Arauca;;ACNUR;;;Joja videolaringoscopio. hoja desechable videolaringoscopio mcgrath tamaño 3;;100;SI;SI;Junio
Arauca;;ACNUR;;;hoja videolaringoscopio. hoja desechable videolaringoscopio mcgrath tamaño 4;;100;SI;SI;Junio
Arauca;;ACNUR;;;Estilete. Estilete para Intubacion 14FR;;100;SI;SI;Junio
Arauca;;ACNUR;;;Canula o tubo endotraqueal. tubo endotraqueal oral/ nasal hi-lo con balón 6.0;;100;SI;SI;Junio
Arauca;;ACNUR;;;Canula o tubo endotraqueal. tubo endotraqueal taperguard con balón conico 6.0 evac;;100;SI;SI;Junio
Arauca;;ACNUR;;;Circuito. adulto circuito en pvc con codo de 90º , puerto de capnografía, 150cm. esteril;;100;SI;SI;Junio
Arauca;;ACNUR;;;Mascarilla ventury Adulto;;100;SI;SI;Junio
Cundinamarca;Soacha;ACNUR;;;Mascarilla ventury Niño;;50;SI;SI;Junio
Cundinamarca;Soacha;ACNUR;;;Humidificadores;;50;SI;SI;Junio
Cundinamarca;Soacha;ACNUR;;;Aerocámaras inhaladores para adultos;;50;SI;SI;Junio
Cundinamarca;Soacha;ACNUR;;;Aerocámaras inhaladores para adultos;;125;SI;SI;Junio
Nariño;;ACNUR;;;Aerocámaras inhaladores para niños;;300;SI;SI;Junio
Cundinamarca;Soacha;ACNUR;;;Succionadores portátiles;;125;SI;SI;Junio
Cundinamarca;Soacha;ACNUR;;;Filtro. Filtro Electrostatico Bacteriano Adulto con puerto de Capnografia - Barrierbac;;3;SI;SI;Junio
Arauca;;ACNUR;;;Sonda succión. Sistema de aspiracion cerrada, disco, puerto MDI, 10 Fr, Esteril, DAR;;100;SI;SI;Junio
Arauca;;ACNUR;;;Canula traqueostomia. cànula fenestrada con balòn 6.4 mm shiley;;100;SI;SI;Junio
Arauca;;ACNUR;;;Sistema de aires acondicionados y extracción como sistema de aire aséptico 60,000 BTU.;;100;SI;SI;Junio
Norte de Santander;;ACNUR;;;Unidades extractoras centrífuga de 5.500 CFM a 800 FPM, incluyen filtros MERV 14 de alta eficiencia 95%;;4;SI;SI;Junio
Norte de Santander;;ACNUR;;;Termostatos para control de encendido de aires acondicionados;;2;SI;SI;Junio
Norte de Santander;;ACNUR;;;Sistema de aires acondicionados y extracción como sistema de aire aséptico 24,000 BTU;;45;SI;SI;Junio
Norte de Santander;;ACNUR;;;Equipo de aire acondicionado de 36,000 BTU;;1;SI;SI;Junio
Norte de Santander;;ACNUR;;;Tensiometro;;1;SI;SI;Junio
Nariño;;ACNUR;;;Timbres inhalambricos;;300;SI;SI;Junio
Valle del Cauca;;ACNUR;;;Sillas de rueda bariatrica con braceros y pieceros fijos llantas macizas;;120;SI;SI;Junio
Choco;;ACNUR;;;Sillas plásticas sin brazo;;5;SI;SI;Junio
Norte de Santander;;ACNUR;;;"Escritorio con cubierta de melamina, tapacantos de PVC; estructura de aluminio pintadocon perfil de sección triangular y patines regulares; dimensiones 0,60 * 1.20 * 0.74";;30;SI;SI;Junio
Norte de Santander;;ACNUR;;;Planta de oxigeno;;12;SI;SI;Junio
Vichada;;ACNUR;;;Manta térmica;;1;SI;SI;Junio
Arauca;;ACNUR;;;Carro recolector de residuos de 180 litros con tapa y ruedas, color rojo;;100;SI;SI;Junio
Norte de Santander;;ACNUR;;;Carro recolector de residuos de 1100 litros con tapa y ruedas color rojo;;1;SI;SI;Junio
Norte de Santander;;ACNUR;;;Caneca con pedal y tapa de 25 lts color roja;;1;SI;SI;Junio
Norte de Santander;;ACNUR;;;Caneca con pedal y tapa de 60 lts color roja;;75;SI;SI;Junio
Norte de Santander;;ACNUR;;;Carro escurridor de traperos de 36 litros;;6;SI;SI;Junio
Norte de Santander;;ACNUR;;;Bolsas rojasmanejo de desechos orgánicos;30 litros;3;SI;SI;Junio
Norte de Santander;;ACNUR;;;Bolsas rojasmanejo de desechos orgánicos;200 litros;10000;SI;SI;Junio
Norte de Santander;;ACNUR;;;Hipoclorito de sodio 5% o 13% (pimpina 20 lts);;600;SI;SI;Junio
Norte de Santander;;ACNUR;;;Peroxido de hidrogeno (pimpina 20 lts);;4;SI;SI;Junio
Norte de Santander;;ACNUR;;;Jabon liquido (pimpina 20 lts);;2;SI;SI;Junio
Norte de Santander;;ACNUR;;;Mopa pequeña de microfibra con mango metálico de 50 cm;;2;SI;SI;Junio
Norte de Santander;;ACNUR;;;Escobas ;;5;SI;SI;Junio
Norte de Santander;;ACNUR;;;Trapero con mango metálico;;5;SI;SI;Junio
Norte de Santander;;ACNUR;;;Paños de microfibra 32x36 cm (mínimo);;17;SI;SI;Junio
Norte de Santander;;ACNUR;;;Baldes de plastico con agarradera;;215;SI;SI;Junio
Norte de Santander;;ACNUR;;;Guantes de neopreno largo 12 litros (o su equivalente);;4;SI;SI;Junio
Norte de Santander;;ACNUR;;;Marcador de tinta negra permanente;;22;SI;SI;Junio
Norte de Santander;;ACNUR;;;Bolsas con cierre hermetico de 30x40 cm;;12;SI;SI;Junio
Norte de Santander;;ACNUR;;;Cepillo de baño con base;;44;SI;SI;Junio
Norte de Santander;;ACNUR;;;Jabon de barra azul;;5;SI;SI;Junio
Norte de Santander;;ACNUR;;;Toalla absorbente para manos desechables x paquete (papel) doblada en z color natural (o su equivalente);;10;SI;SI;Junio
Norte de Santander;;ACNUR;;;Atomizadores plásticos de 500 ml (o su equivalente);;10;SI;SI;Junio
Norte de Santander;;ACNUR;;;Sanitarios en porcelana;;10;SI;SI;Junio
Norte de Santander;;ACNUR;;;Lavamanos, muebles y griferia;;3;SI;SI;Junio
Norte de Santander;;ACNUR;;;Cabina de ducha con accesorios;;6;SI;SI;Junio
Norte de Santander;;ACNUR;;;Mesones de acero inoxidable, con poceta lavautencilios, griferia escualizable;;3;SI;SI;Junio
Norte de Santander;;ACNUR;;;Estibas en madera 1 * 1 * 0.10;;6;SI;SI;Junio
Norte de Santander;;ACNUR;;;Láminas de triplex 1 * 1.20 * 0.01;;250;SI;SI;Junio
Norte de Santander;;ACNUR;;;Canales de agua para lluvia en lámina galvanizada Coll Rolled Cal 16;;160;SI;SI;Junio
Norte de Santander;;ACNUR;;;Divisiones en aluminio y plástico CLEAD 630 para RHU;;70 mL;SI;SI;Junio
Norte de Santander;;ACNUR;;;Comunicación;;220 m2;SI;SI;Junio
;;ACNUR;;;Manejo Cadaveres;;100;SI;SI;Junio
;;ACNUR;;;Manejo Cadaveres;;600;SI;SI;Junio
;;IRC ;;;Máscaras de Alta Eficiencia N95;;200;SI;SI;Abril
;;IRC ;;;Máscaras de Alta Eficiencia N95;;200;SI;SI;Abril
;;IRC;;;Mascarilla Quirúrgica;;10.000;SI;SI;Abril
;;IRC;;;Mascarilla Quirúrgica;;10.000;SI;SI;Abril
;;IRC;;;Batas desechables;;200;SI;SI;Abril
;;IRC;;;Batas desechables;;200;SI;SI;Abril
;;IRC;;;Protector Visual;;150;SI;SI;Abril
;;IRC ;;;Protector Visual;;150;SI;SI;Abril
;;IRC;;;Guantes Estériles;;2.000;SI;SI;Abril
;;IRC ;;;Guantes Estériles;;2.000;SI;SI;Abril
;;IRC;;;Termómetros Laser;;;SI;SI;Abril
;;IRC;;;Termómetros Laser;;;SI;SI;Abril
;;IRC;;;Jabón;;;SI;SI;Abril
;;IRC;;;Jabón;;;SI;SI;Abril
;;IRC;;;Gel Antibacterial;;;SI;SI;Abril
;;IRC;;;Gel Antibacterial;;;SI;SI;Abril
Norte de Santander;;IRC;;;Prestación Servicios;;3;SI;SI;Abril
Norte de Santander;;IRC;;;Prestación Servicios;;2;SI;SI;Abril
Norte de Santander;;IRC;;;Prestación Servicios;;1;SI;SI;Abril
;;IRC;;;Comunicación;;2.000;SI;SI;Abril
Cundinamarca;;FAO;;;Personal CRUE;;5;SI;SI;Abril
Cundinamarca;;FAO;;;Personal linea 192;;5;SI;SI;Abril
;;NRC;;;Comunicación;;2.500;SI;SI;Abril
;;NRC;;;Comunicación;;50;SI;SI;Abril
Arauca;;PMA;;; Carpas (32mt de largo x 10mt de ancho) ;;;SI;SI;Abril
 Cundinamarca;;PMA;;; Carpas (32mt de largo x 10mt de ancho) ;;;SI;SI;Abril
 Norte de Santander;;PMA;;; Carpas (32mt de largo x 10mt de ancho) ;;;SI;SI;Abril
La Guajira;;PMA;;; Carpas (32mt de largo x 10mt de ancho) ;;;SI;SI;Abril
 Nariño;;PMA;;; Carpas (32mt de largo x 10mt de ancho) ;;;SI;SI;Abril
 Vichada;;PMA;;; Carpas (32mt de largo x 10mt de ancho) ;;;SI;SI;Abril
 Putumayo;;PMA;;; Carpas (32mt de largo x 10mt de ancho) ;;;SI;SI;Abril
Bolívar; Cartagena;PMA;;; Carpas (32mt de largo x 10mt de ancho) ;;;SI;SI;Abril
Atlántico; Barranquilla;PMA;;; Carpas (32mt de largo x 10mt de ancho) ;;;SI;SI;Abril
Madgalena; Santa Marta;PMA;;; Carpas (32mt de largo x 10mt de ancho) ;;;SI;SI;Abril
Arauca;;PMA;;;Asistencia alimentaria a poblaciones en cuarentena;;;SI;SI;Abril
 Cundiamarca;;PMA;;;Asistencia alimentaria a poblaciones en cuarentena;;;SI;SI;Abril
 Norte de Santander;;PMA;;;Asistencia alimentaria a poblaciones en cuarentena;;;SI;SI;Abril
 Nariño;;PMA;;;Asistencia alimentaria a poblaciones en cuarentena;;;SI;SI;Abril
 Buenaventura;;PMA;;;Asistencia alimentaria a poblaciones en cuarentena;;;SI;SI;Abril
 Putumayo ;;PMA;;;Asistencia alimentaria a poblaciones en cuarentena;;;SI;SI;Abril
Amazonas;Leticia;Médicos del Mundo;;;Profesional de enfermeria;;;SI;SI;Mayo
Amazonas;Leticia;Médicos del Mundo;;;Profesional de medicina;;;SI;SI;Mayo
Amazonas;Leticia;Médicos del Mundo;;;Comunicación;;;SI;SI;Mayo
